779,Fajtov,10,Brezno
780,Falkušovce,37,Michalovce
781,Fančová,50,Prievidza
782,Farná,30,Levice
783,Fejséš,68,Trebišov
784,Fekišovce,61,Sobrance
785,Fiačice,32,Liptovský Mikuláš
786,Figa,53,Rimavská Sobota
787,Fijaš,65,Svidník
788,Fiľakovo,33,Lučenec
789,Fiľakovské Kľačany,33,Lučenec
790,Fiľakovské Kováče,33,Lučenec
791,Filice,47,Poprad
792,Filier,52,Revúca
793,Filipovo,10,Brezno
794,Fintice,49,Prešov
795,Flajšová,39,Námestovo
796,Folkušová,35,Martin
797,Forbaky - Klukany,79,Žilina
798,Forbasy,63,Stará Ľubovňa
799,Francovce,65,Svidník
800,Frička,4,Bardejov
801,Fričkovce,4,Bardejov
802,Fričovce,49,Prešov
803,Fulianka,49,Prešov
804,Furmanec,49,Prešov
805,Gabčíkovo,15,Dunajská Streda
806,Gaboltov,4,Bardejov
807,Gajary,34,Malacky
808,Gajdoš,61,Sobrance
809,Galanta,16,Galanta
810,Galovany,32,Liptovský Mikuláš
811,Gáň,16,Galanta
812,Gánovce,47,Poprad
813,Gápel,50,Prievidza
814,Gaškovce,51,Púchov
815,Gašparovo,10,Brezno
816,Gbeľany,79,Žilina
817,Gbelce,42,Nové Zámky
818,Gbely,59,Skalica
819,Geča č. 107-110,27,Košice-okolie
820,Geča,27,Košice-okolie
821,Gelnica,17,Gelnica
822,Gemer,52,Revúca
823,Gemerček,53,Rimavská Sobota
824,Gemerská Hôrka,54,Rožňava
825,Gemerská Panica,54,Rožňava
826,Gemerská Poloma,54,Rožňava
827,Gemerská Ves,52,Revúca
828,Gemerské Dechtáre,53,Rimavská Sobota
829,Gemerské Michalovce,53,Rimavská Sobota
830,Gemerské Teplice,52,Revúca
831,Gemerský Jablonec,53,Rimavská Sobota
832,Gemerský Milhosť,52,Revúca
833,Gemerský Sad,52,Revúca
834,Géňa,30,Levice
835,Geraltov,49,Prešov
836,Gerlachov,47,Poprad
837,Gerlachov,4,Bardejov
838,Giglovce,74,Vranov nad Topľou
839,Giraltovce,65,Svidník
840,Girovce,74,Vranov nad Topľou
841,Glabušovce,73,Veľký Krtíš
842,Gočaltovo,54,Rožňava
843,Gočovo,54,Rožňava
844,Golianovo,40,Nitra
845,Gomboš,27,Košice-okolie
846,Gondovo,30,Levice
847,Gorazdov,66,Šaľa
848,Gortva,53,Rimavská Sobota
849,Gôtovany,32,Liptovský Mikuláš
850,Grajciar,27,Košice-okolie
851,Granč - Petrovce,31,Levoča
852,Gregorova Vieska,33,Lučenec
853,Gregorovce,49,Prešov
854,Gregorovce,52,Revúca
855,Gribov,64,Stropkov
856,Grodzin,74,Vranov nad Topľou
857,Grúne,14,Dolný Kubín
858,Gruzovce,19,Humenné
859,Gúg,42,Nové Zámky
860,Gyňov,27,Košice-okolie
861,Habovka,72,Tvrdošín
862,Habura,36,Medzilaborce
863,Hačava,27,Košice-okolie
864,Hačava,53,Rimavská Sobota
865,Hadoše,48,Považská Bystrica
866,Hadovce,22,Komárno
867,Hadušovce,62,Spišská Nová Ves
868,Hadviga,71,Turčianske Teplice
869,Hágy,21,Kežmarok
870,Háj,71,Turčianske Teplice
871,Háj,27,Košice-okolie
872,Hájiky - Maky,46,Poltár
873,Hajná Nová Ves,67,Topoľčany
874,Hajnáčka,53,Rimavská Sobota
875,Hájniky,76,Zvolen
876,Hájske,66,Šaľa
877,Hajtovka,63,Stará Ľubovňa
878,Haláčovce,1,Bánovce nad Bebravou
879,Halič,33,Lučenec
880,Haligovce,63,Stará Ľubovňa
881,Haluzice,41,Nové Mesto nad Váhom
882,Hámor,10,Brezno
883,Hámre,17,Gelnica
884,Hámre,69,Trenčín
885,Hámre - Dolné Hámre,77,Žarnovica
886,Hámre - Horné Hámre,77,Žarnovica
887,Hamuliakovo,57,Senec
888,Handlová,50,Prievidza
889,Hanigovce,56,Sabinov
890,Haniska,27,Košice-okolie
891,Haniska,49,Prešov
892,Hanková,54,Rožňava
893,Hankovce,19,Humenné
894,Hankovce,4,Bardejov
895,Hanušovce nad Topľou,74,Vranov nad Topľou
896,Harakovce,31,Levoča
897,Harhaj,4,Bardejov
898,Harichovce,62,Spišská Nová Ves
899,Harmanec,2,Banská Bystrica
900,Harmónia,44,Pezinok
901,Harvelka,12,Čadca
902,Hatalov,37,Michalovce
903,Hatné,48,Považská Bystrica
904,Havaj,64,Stropkov
905,Havka,21,Kežmarok
906,Havran,58,Senica
907,Havranec,65,Svidník
908,Havrania,14,Dolný Kubín
909,Havrania Dolina,62,Spišská Nová Ves
910,Hažín,37,Michalovce
911,Hažín nad Cirochou,19,Humenné
912,Hažlín,4,Bardejov
913,Heďbeneéte,15,Dunajská Streda
914,Helcmanovce,17,Gelnica
915,Heľpa,10,Brezno
916,Henckovce,54,Rožňava
917,Henclová,17,Gelnica
918,Hencovce,74,Vranov nad Topľou
919,Hendrichovce,49,Prešov
920,Herľany,27,Košice-okolie
921,Herman,33,Lučenec
922,Hermanovce,49,Prešov
923,Hermanovce nad Topľou,74,Vranov nad Topľou
924,Hertník,4,Bardejov
925,Hervartov,4,Bardejov
926,Hetméň,66,Šaľa
927,Hiadeľ,2,Banská Bystrica
928,Hincovce,62,Spišská Nová Ves
929,Hladovka,72,Tvrdošín
930,Hlavice,12,Čadca
931,Hlboké,48,Považská Bystrica
932,Hlboké,58,Senica
933,Hlboké nad Váhom,11,Bytča
934,Hlinené,12,Čadca
935,Hliník,32,Liptovský Mikuláš
936,Hliník,22,Komárno
937,Hliník nad Hronom,78,Žiar nad Hronom
938,Hliník nad Váhom,11,Bytča
939,Hlinné,74,Vranov nad Topľou
940,Hlivištia,61,Sobrance
941,Hlohovec,18,Hlohovec
942,Hloža,51,Púchov
943,Hniezdne,63,Stará Ľubovňa
944,Hnilčík,62,Spišská Nová Ves
945,Hnilec,62,Spišská Nová Ves
946,Hnojné,37,Michalovce
947,Hnúšťa,53,Rimavská Sobota
948,Hodejov,53,Rimavská Sobota
949,Hodejovec,53,Rimavská Sobota
950,Hodkovce,27,Košice-okolie
951,Hodkovce,62,Spišská Nová Ves
952,Hodruša - Hámre,77,Žarnovica
953,Hodulov Vrch,38,Myjava
954,Hokovce,30,Levice
955,Holanovo,22,Komárno
956,Holčíkovce,74,Vranov nad Topľou
957,Holiare,22,Komárno
958,Holice,15,Dunajská Streda
959,Holíč,59,Skalica
960,Holiša,33,Lučenec
961,Holotka,40,Nitra
962,Holumnica,21,Kežmarok
963,Honce,54,Rožňava
964,Hontianska Vrbica,30,Levice
965,Hontianske Moravce,28,Krupina
966,Hontianske Nemce,28,Krupina
967,Hontianske Tesáre,28,Krupina
968,Hontianske Trsťany,30,Levice
969,Horelica,12,Čadca
970,Horenická Hôrka,51,Púchov
971,Horňa,61,Sobrance
972,Horná Breznica,51,Púchov
973,Horná Dolina,58,Senica
974,Horná Hriňová,13,Detva
975,Horná Kráľová,66,Šaľa
976,Horná Krupá,70,Trnava
977,Horná Lehota,14,Dolný Kubín
978,Horná Lehota,10,Brezno
979,Horná Mariková,48,Považská Bystrica
980,Horná Mičiná,2,Banská Bystrica
981,Horná Môlča,2,Banská Bystrica
982,Horná Poruba,20,Ilava
983,Horná Potôň,15,Dunajská Streda
984,Horná Potôň - Lúky,15,Dunajská Streda
985,Horná Seč,30,Levice
986,Horná Streda,41,Nové Mesto nad Váhom
987,Horná Strehová,73,Veľký Krtíš
988,Horná Súča,69,Trenčín
989,Horná Štubňa,71,Turčianske Teplice
990,Horná Tižina,79,Žilina
991,Horná Trnávka,78,Žiar nad Hronom
992,Horná Ves,78,Žiar nad Hronom
993,Horná Ves,50,Prievidza
994,Horná Závrská,69,Trenčín
995,Horná Zlatná,22,Komárno
996,Horná Ždaňa,78,Žiar nad Hronom
997,Horňany,69,Trenčín
998,Horné Breziny,76,Zvolen
999,Horné Držkovce,1,Bánovce nad Bebravou
1000,Horné Dubové,70,Trnava
1001,Horné Hámre,77,Žarnovica
1002,Horné Chlebany,67,Topoľčany
1003,Horné Janíky,15,Dunajská Streda
1004,Horné Jaseno,35,Martin
1005,Horné Kočkovce,51,Púchov
1006,Horné Košariská,38,Myjava
1007,Horné Krškany,40,Nitra
1008,Horné Lefantovce,40,Nitra
1009,Horné Lelovce,50,Prievidza
1010,Horné Lovčice,70,Trnava
1011,Horné Mladonice,28,Krupina
1012,Horné Motešice,69,Trenčín
1013,Horné Mýto,15,Dunajská Streda
1014,Horné Naštice,1,Bánovce nad Bebravou
1015,Horné Obdokovce,67,Topoľčany
1016,Horné Orešany,70,Trnava
1017,Horné Otrokovce,18,Hlohovec
1018,Horné Ozorovce,1,Bánovce nad Bebravou
1019,Horné Plachtince,73,Veľký Krtíš
1020,Horné Príbelce,73,Veľký Krtíš
1021,Horné Pršany,2,Banská Bystrica
1022,Horné Rykynčice,28,Krupina
1023,Horné Saliby,16,Galanta
1024,Horné Saliby - časť Hrušov,16,Galanta
1025,Horné Semerovce,30,Levice
1026,Horné Sľažany,75,Zlaté Moravce
1027,Horné Srnie,69,Trenčín
1028,Horné Strháre,73,Veľký Krtíš
1029,Horné Štitáre,67,Topoľčany
1030,Horné Trhovište,18,Hlohovec
1031,Horné Turovce,30,Levice
1032,Horné Vestenice,50,Prievidza
1033,Horné Zahorany,53,Rimavská Sobota
1034,Horné Zelenice,18,Hlohovec
1035,Horný Badín,28,Krupina
1036,Horný Bar,15,Dunajská Streda
1037,Horný Čepeň,16,Galanta
1038,Horný Ďur,30,Levice
1039,Horný Hričov,79,Žilina
1040,Horný Jalšovík,28,Krupina
1041,Horný Jatov,66,Šaľa
1042,Horný Jelenec,2,Banská Bystrica
1043,Horný Kalník,35,Martin
1044,Horný Lieskov,48,Považská Bystrica
1045,Horný Moštenec,48,Považská Bystrica
1046,Horný Ohaj,40,Nitra
1047,Horný Pial,30,Levice
1048,Horný Smokovec,47,Poprad
1049,Horný Štefanov,72,Tvrdošín
1050,Horný Tisovník,13,Detva
1051,Horný Turček,71,Turčianske Teplice
1052,Horný Vadičov,29,Kysucké Nové Mesto
1053,Horný Vinodol,40,Nitra
1054,Horovce,51,Púchov
1055,Horovce,37,Michalovce
1056,Horša,30,Levice
1057,Hoste,16,Galanta
1058,Hostice,53,Rimavská Sobota
1059,Hostie,75,Zlaté Moravce
1060,Hostišovce,53,Rimavská Sobota
1061,Hosťová,40,Nitra
1062,Hosťovce,27,Košice-okolie
1063,Hosťovce,75,Zlaté Moravce
1064,Hostovice,60,Snina
1065,Hoštiná,51,Púchov
1066,Hozelec,47,Poprad
1067,Hôrka,47,Poprad
1068,Hôrka nad Váhom,41,Nové Mesto nad Váhom
1069,Hôrky,79,Žilina
1070,Hrabičov,77,Žarnovica
1071,Hrabkov,49,Prešov
1072,Hrabová Roztoka,60,Snina
1073,Hrabovčík,65,Svidník
1074,Hrabové,11,Bytča
1075,Hrabovec,4,Bardejov
1076,Hrabovec nad Laborcom,19,Humenné
1077,Hrabovka,51,Púchov
1078,Hrabovka,69,Trenčín
1079,Hrabovo,46,Poltár
1080,Hrabské,4,Bardejov
1081,Hrabušice,62,Spišská Nová Ves
1082,Hradisko,21,Kežmarok
1083,Hradisko,49,Prešov
1084,Hradisko,65,Svidník
1085,Hradište,43,Partizánske
1086,Hradište,46,Poltár
1087,Hradište pod Vrátnom,58,Senica
1088,Hradištská Moľva,37,Michalovce
1089,Hradná,11,Bytča
1090,Hrádok,41,Nové Mesto nad Váhom
1091,Hrachovište,41,Nové Mesto nad Váhom
1092,Hrachovo,53,Rimavská Sobota
1093,Hraň,68,Trebišov
1094,Hraničné,63,Stará Ľubovňa
1095,Hranovnica,47,Poprad
1096,Hrašné,38,Myjava
1097,Hrašovík,27,Košice-okolie
1098,Hrboltová,55,Ružomberok
1099,Hrčeľ,68,Trebišov
1100,Hrhov,54,Rožňava
1101,Hriadky,68,Trebišov
1102,Hričovské Podhradie,79,Žilina
1103,Hriňová,13,Detva
1104,Hrišovce,17,Gelnica
1105,Hrkáč,53,Rimavská Sobota
1106,Hrkovce,30,Levice
1107,Hrlica,52,Revúca
1108,Hrnčiarky,46,Poltár
1109,Hrnčiarovce nad Parnou,70,Trnava
1110,Hrnčiarové,41,Nové Mesto nad Váhom
1111,Hrnčiarska Ves,46,Poltár
1112,Hrnčiarske Zalužany,46,Poltár
1113,Hrochoť,2,Banská Bystrica
1114,Hromoš,63,Stará Ľubovňa
1115,Hronec,10,Brezno
1116,Hronovce,30,Levice
1117,Hronsek,2,Banská Bystrica
1118,Hronská Breznica,76,Zvolen
1119,Hronská Dúbrava,78,Žiar nad Hronom
1120,Hronské Kľačany,30,Levice
1121,Hronské Kosihy,30,Levice
1122,Hronský Beňadik,77,Žarnovica
1123,Hrubá Borša,57,Senec
1124,Hrubá Strana,41,Nové Mesto nad Váhom
1125,Hruboňovo,40,Nitra
1126,Hrubov,19,Humenné
1127,Hrubý Buk,12,Čadca
1128,Hrubý Šúr,57,Senec
1129,Hrušov,54,Rožňava
1130,Hrušov,68,Trebišov
1131,Hrušov,73,Veľký Krtíš
1132,Hrušovany,67,Topoľčany
1133,Hrušové,41,Nové Mesto nad Váhom
1134,Hrušovo,53,Rimavská Sobota
1135,Hruštín,39,Námestovo
1136,Hubice,15,Dunajská Streda
1137,Hubina,45,Piešťany
1138,Hubošovce,56,Sabinov
1139,Hubová,55,Ružomberok
1140,Hubovo,53,Rimavská Sobota
1141,Hucín,52,Revúca
1142,Hudcovce,19,Humenné
1143,Hul,42,Nové Zámky
1144,Humenné,19,Humenné
1145,Huncovce,21,Kežmarok
1146,Hunkovce,68,Trebišov
1147,Hunkovce,65,Svidník
1148,Hurbanova Dolina,38,Myjava
1149,Hurbanova Ves,57,Senec
1150,Hurbanovce,42,Nové Zámky
1151,Hurbanovo,22,Komárno
1152,Husák,61,Sobrance
1153,Husarik,12,Čadca
1154,Husiná,53,Rimavská Sobota
1155,Hutka,4,Bardejov
1156,Huty,32,Liptovský Mikuláš
1157,Hviezdoslavov,15,Dunajská Streda
1158,Hvozdnica,11,Bytča
1159,Hybe,32,Liptovský Mikuláš
1160,Hýľov,27,Košice-okolie
1161,Chalmová,50,Prievidza
1162,Chanava,53,Rimavská Sobota
1163,Chľaba,42,Nové Zámky
1164,Chladná Studňa,46,Poltár
1165,Chlebnice,14,Dolný Kubín
1166,Chlmec,19,Humenné
1167,Chmeľnica,63,Stará Ľubovňa
1168,Chmeľov,49,Prešov
1169,Chmeľová,4,Bardejov
1170,Chmeľovec,49,Prešov
1171,Chmiňany,49,Prešov
1172,Chminianska Nová Ves,49,Prešov
1173,Chminianske Jakubovany,49,Prešov
1174,Choča,75,Zlaté Moravce
1175,Chocholná,69,Trenčín
1176,Choňkovce,61,Sobrance
1177,Chorvatice,30,Levice
1178,Chorvátsky Grob,57,Senec
1179,Chorváty,27,Košice-okolie
1180,Chotár,77,Žarnovica
1181,Chotča,64,Stropkov
1182,Chotín,22,Komárno
1183,Chrabrany,67,Topoľčany
1184,Chrámec,53,Rimavská Sobota
1185,Chrasť,22,Komárno
1186,Chrasť nad Hornádom,62,Spišská Nová Ves
1187,Chrastince,73,Veľký Krtíš
1188,Chrastné,27,Košice-okolie
1189,Chrašťany,75,Zlaté Moravce
1190,Chrenová,40,Nitra
1191,Chrenovec - Brusno,50,Prievidza
1192,Chropov,59,Skalica
1193,Chrťany,73,Veľký Krtíš
1194,Chtelnica,45,Piešťany
1195,Chudá Lehota,1,Bánovce nad Bebravou
1196,Chvalová,52,Revúca
1197,Chvatimech,10,Brezno
1198,Chvojnica,38,Myjava
1199,Chvojnica,50,Prievidza
1200,Chym,27,Košice-okolie
1201,Chynorany,43,Partizánske
1202,Chyzerovce,75,Zlaté Moravce
1203,Chyžné,52,Revúca
1204,Igram,57,Senec
1205,Ihľany,21,Kežmarok
1206,Ihráč,78,Žiar nad Hronom
1207,Ihrište,51,Púchov
1208,Iľanovo,32,Liptovský Mikuláš
1209,Ilava,20,Ilava
1210,Iliaš,2,Banská Bystrica
1211,Iliašov,73,Veľký Krtíš
1212,Iliašovce,62,Spišská Nová Ves
1213,Iliavka,20,Ilava
1214,Ilija,3,Banská Štiavnica
1215,Imeľ,22,Komárno
1216,Imrov Kopec,73,Veľký Krtíš
1217,Iňa,30,Levice
1218,Iňačovce,37,Michalovce
1219,Inovce,61,Sobrance
1220,Ipeľ,46,Poltár
1221,Ipeľka,33,Lučenec
1222,Ipeľské Predmostie,73,Veľký Krtíš
1223,Ipeľské Úľany,30,Levice
1224,Ipeľský Sokolec,30,Levice
1225,Istebné,14,Dolný Kubín
1226,Istebník,69,Trenčín
1227,Ivachnová,55,Ružomberok
1228,Ivančiná,71,Turčianske Teplice
1229,Ivanice,53,Rimavská Sobota
1230,Ivanišovo,13,Detva
1231,Ivanka pri Dunaji,57,Senec
1232,Ivanka pri Nitre,40,Nitra
1233,Ivanovce,69,Trenčín
1234,Iviny,13,Detva
1235,Iža,22,Komárno
1236,Ižipovce,32,Liptovský Mikuláš
1237,Ižkovce,37,Michalovce
1238,Ižop,15,Dunajská Streda
1239,Jabloň,19,Humenné
1240,Jablonec,44,Pezinok
1241,Jablonica,58,Senica
1242,Jablonka,38,Myjava
1243,Jablonov,31,Levoča
1244,Jablonov nad Turňou,54,Rožňava
1245,Jabloňovce,30,Levice
1246,Jablonové,11,Bytča
1247,Jablonové,34,Malacky
1248,Jabriková,2,Banská Bystrica
1249,Jacovce,67,Topoľčany
1250,Jahodná,15,Dunajská Streda
1251,Jahodníky,35,Martin
1252,Jaklovce,17,Gelnica
1253,Jakovany,56,Sabinov
1254,Jakub,2,Banská Bystrica
1255,Jakubany,63,Stará Ľubovňa
1256,Jakubov,34,Malacky
1257,Jakubova Voľa,56,Sabinov
1258,Jakubovany,32,Liptovský Mikuláš
1259,Jakubovany,56,Sabinov
1260,Jakušovce,64,Stropkov
1261,Jalakšová,30,Levice
1262,Jalná,78,Žiar nad Hronom
1263,Jalová,60,Snina
1264,Jalovec,32,Liptovský Mikuláš
1265,Jalovec,50,Prievidza
1266,Jalšové,18,Hlohovec
1267,Jalšovík,28,Krupina
1268,Jamník,32,Liptovský Mikuláš
1269,Jamník,62,Spišská Nová Ves
1270,Janice,53,Rimavská Sobota
1271,Janík,27,Košice-okolie
1272,Janíkovce,40,Nitra
1273,Janíky,15,Dunajská Streda
1274,Jankovce,19,Humenné
1275,Jánošíková,57,Senec
1276,Jánošíkovo na Ostrove,15,Dunajská Streda
1277,Jánošovka,10,Brezno
1278,Janov,49,Prešov
1279,Janova Lehota,78,Žiar nad Hronom
1280,Janova Ves,43,Partizánske
1281,Janovce,4,Bardejov
1282,Jánovce,47,Poprad
1283,Jánovce,16,Galanta
1284,Janovík,49,Prešov
1285,Jarabá,10,Brezno
1286,Jarabina,63,Stará Ľubovňa
1287,Jarná,70,Trnava
1288,Jarok,30,Levice
1289,Jarok,40,Nitra
1290,Jarovnice,56,Sabinov
1291,Jasenica,48,Považská Bystrica
1292,Jasenie,10,Brezno
1293,Jasenov,19,Humenné
1294,Jasenov,61,Sobrance
1295,Jasenová,14,Dolný Kubín
1296,Jasenovce,74,Vranov nad Topľou
1297,Jasenové,79,Žilina
1298,Jasenovo,71,Turčianske Teplice
1299,Jasenovo,13,Detva
1300,Jasenovská,39,Námestovo
1301,Jaslovce,70,Trnava
1302,Jaslovské Bohunice,70,Trnava
1303,Jaslovské Bohunice-Atómová elektráreň,70,Trnava
1304,Jasov,27,Košice-okolie
1305,Jasová,42,Nové Zámky
1306,Jastrabá,78,Žiar nad Hronom
1307,Jastrabie pri Michalovciach,37,Michalovce
1308,Jastrabie Kračany,15,Dunajská Streda
1309,Jastrabie nad Topľou,74,Vranov nad Topľou
1310,Jašov Vrch,13,Detva
1311,Jatov,42,Nové Zámky
1312,Javorec,58,Senica
1313,Javorina,47,Poprad
1314,Javorina,10,Brezno
1315,Javorinka,16,Galanta
1316,Javorová,12,Čadca
1317,Jazernica,71,Turčianske Teplice
1318,Jazviny,41,Nové Mesto nad Váhom
1319,Jedlinka,4,Bardejov
1320,Jedľové Kostoľany,75,Zlaté Moravce
1321,Jedľovník,12,Čadca
1322,Jelenec,40,Nitra
1323,Jelka,16,Galanta
1324,Jelšava,52,Revúca
1325,Jelšavská Teplica,52,Revúca
1326,Jelšovce,40,Nitra
1327,Jelšovec,33,Lučenec
1328,Jenkovce,61,Sobrance
1329,Jergaly,2,Banská Bystrica
1330,Jesenské,30,Levice
1331,Jesenské,53,Rimavská Sobota
1332,Jestice,53,Rimavská Sobota
1333,Ješkova Ves,43,Partizánske
1334,Jezersko,21,Kežmarok
1335,Ješkova Ves nad Nitricou,50,Prievidza
1336,Jovice,54,Rožňava
1337,Jovsa,37,Michalovce
1338,Jur nad Hronom,30,Levice
1339,Jurkova Voľa,65,Svidník
1340,Jurová,15,Dunajská Streda
1341,Jurské,21,Kežmarok
1342,Jurský Chlm,42,Nové Zámky
1343,Juskova Voľa,74,Vranov nad Topľou
1344,Kačanov,37,Michalovce
1345,Kače,63,Stará Ľubovňa
1346,Kajal,16,Galanta
1347,Kaľamenová,71,Turčianske Teplice
1348,Kalameny,55,Ružomberok
1349,Kaľava,62,Spišská Nová Ves
1350,Kalinčiakovo,30,Levice
1351,Kalinka,13,Detva
1352,Kalinkovo,57,Senec
1353,Kalinov,12,Čadca
1354,Kalinov,36,Medzilaborce
1355,Kalinovo,46,Poltár
1356,Kalná,30,Levice
1357,Kalná nad Hronom,30,Levice
1358,Kalná Roztoka,60,Snina
1359,Kálnica,41,Nové Mesto nad Váhom
1360,Kalnica,30,Levice
1361,Kalnište,65,Svidník
1362,Kalonda,33,Lučenec
1363,Kaloša,53,Rimavská Sobota
1364,Kalša,27,Košice-okolie
1365,Kaluža,37,Michalovce
1366,Kamanová,67,Topoľčany
1367,Kameňany,52,Revúca
1368,Kamenec,30,Levice
1369,Kamenec pod Vtáčnikom,50,Prievidza
1370,Kamenica,56,Sabinov
1371,Kamenica nad Cirochou,19,Humenné
1372,Kamenica nad Hronom,42,Nové Zámky
1373,Kameničany,20,Ilava
1374,Kameničná,22,Komárno
1375,Kamenín,42,Nové Zámky
1376,Kamenná Poruba,79,Žilina
1377,Kamenná Poruba,74,Vranov nad Topľou
1378,Kamenné Kosihy,73,Veľký Krtíš
1379,Kamenný Chotár,30,Levice
1380,Kamenný Most,42,Nové Zámky
1381,Kamenný Vrch,73,Veľký Krtíš
1382,Kamienka,63,Stará Ľubovňa
1383,Kamienka,19,Humenné
1384,Kanaš,49,Prešov
1385,Kanianka,50,Prievidza
1386,Kapince,40,Nitra
1387,Kapišová,65,Svidník
1388,Kaplna,57,Senec
1389,Kapoňa,68,Trebišov
1390,Kapušany,49,Prešov
1391,Kapušianske Kľačany,37,Michalovce
1392,Kapušianske Vojkovce,37,Michalovce
1393,Kardošova Vieska,48,Považská Bystrica
1394,Karlov Dvor,68,Trebišov
1395,Karlová,35,Martin
1396,Karná,19,Humenné
1397,Karolína,30,Levice
1398,Kašov,68,Trebišov
1399,Kašova Lehôtka,76,Zvolen
1400,Katarínska Huta,46,Poltár
1401,Kátlina,48,Považská Bystrica
1402,Kátlovce,70,Trnava
1403,Kátov,59,Skalica
1404,Katúň,31,Levoča
1405,Kava,22,Komárno
1406,Kazimír,68,Trebišov
1407,Keblov - Zárieč,79,Žilina
1408,Kecerovce,27,Košice-okolie
1409,Kecerovské Kostoľany,27,Košice-okolie
1410,Kecerovské Pekľany,27,Košice-okolie
1411,Kecerovský Lipovec,27,Košice-okolie
1412,Kéč,22,Komárno
1413,Kečkovce,65,Svidník
1414,Kečovo,54,Rožňava
1415,Kechnec,27,Košice-okolie
1416,Kendereš,42,Nové Zámky
1417,Kendice,49,Prešov
1418,Kesovce,53,Rimavská Sobota
1419,Keť,30,Levice
1420,Kevice,71,Turčianske Teplice
1421,Kežmarok,21,Kežmarok
1422,Kežmarské Žľaby,47,Poprad
1423,Kiarov,73,Veľký Krtíš
1424,Kinčeš,68,Trebišov
1425,Kírť,73,Veľký Krtíš
1426,Kišovce,47,Poprad
1427,Kľačany,18,Hlohovec
1428,Kľačany,67,Topoľčany
1429,Kľačany,78,Žiar nad Hronom
1430,Kľače,79,Žilina
1431,Kľačno,50,Prievidza
1432,Kľačno,55,Ružomberok
1433,Kladzany,74,Vranov nad Topľou
1434,Kľak,77,Žarnovica
1435,Klasov,40,Nitra
1436,Klastava,3,Banská Štiavnica
1437,Kláštor pod Znievom,35,Martin
1438,Klátova Nová Ves,43,Partizánske
1439,Klčov,31,Levoča
1440,Klčovany,70,Trnava
1441,Kleňany,73,Veľký Krtíš
1442,Klenov,49,Prešov
1443,Klenová,60,Snina
1444,Klenovec,53,Rimavská Sobota
1445,Klieština,48,Považská Bystrica
1446,Klin,12,Čadca
1447,Klin,39,Námestovo
1448,Klin nad Bodrogom,68,Trebišov
1449,Klíž,43,Partizánske
1450,Klížska Nemá,22,Komárno
1451,Klížske Hradište,43,Partizánske
1452,Klobušice,20,Ilava
1453,Klokoč,13,Detva
1454,Klokočina,40,Nitra
1455,Klokočov,12,Čadca
1456,Klokočov,37,Michalovce
1457,Klubina,12,Čadca
1458,Kľučiareň,66,Šaľa
1459,Kľúčiarove Kračany,15,Dunajská Streda
1460,Kľúčové,69,Trenčín
1461,Kľúčovec,15,Dunajská Streda
1462,Kluknava,17,Gelnica
1463,Kľušov,4,Bardejov
1464,Kľušovská Zábava,4,Bardejov
1465,Kmeťovce,30,Levice
1466,Kmeťovo,42,Nové Zámky
1467,Kňažia,14,Dolný Kubín
1468,Kobeliarovo,54,Rožňava
1469,Kobylnice,65,Svidník
1470,Kobyly,4,Bardejov
1471,Koceľovce,54,Rožňava
1472,Kociha,53,Rimavská Sobota
1473,Kocurany,50,Prievidza
1474,Kocurice,45,Piešťany
1475,Kočín,45,Piešťany
1476,Kočovce,41,Nové Mesto nad Váhom
1477,Kochanovce,19,Humenné
1478,Kochanovce,4,Bardejov
1479,Kochanovce,69,Trenčín
1480,Kochnáč,1,Bánovce nad Bebravou
1481,Kojatice,49,Prešov
1482,Kojatická Dolina,49,Prešov
1483,Kojšov,17,Gelnica
1484,Kokava nad Rimavicou,46,Poltár
1485,Kokošovce,49,Prešov
1486,Kokšov - Bakša,27,Košice-okolie
1487,Kolačkov,63,Stará Ľubovňa
1488,Kolačno,43,Partizánske
1489,Koláre,73,Veľký Krtíš
1490,Kolárovice,11,Bytča
1491,Kolárovo,22,Komárno
1492,Kolbasov,60,Snina
1493,Kolbovce,64,Stropkov
1494,Kolibabovce,61,Sobrance
1495,Kolíňany,40,Nitra
1496,Kolinovce,62,Spišská Nová Ves
1497,Kolónia,68,Trebišov
1498,Kolónia,15,Dunajská Streda
1499,Kolónia,15,Dunajská Streda
1500,Kolónia,42,Nové Zámky
1501,Kolonica,60,Snina
1502,Kolta,42,Nové Zámky
1503,Komanica,37,Michalovce
1504,Komárany,74,Vranov nad Topľou
1505,Komárno,22,Komárno
1506,Komárno,13,Detva
1507,Komárov,4,Bardejov
1508,Komárovce,27,Košice-okolie
1509,Komárovce,61,Sobrance
1510,Komjatice,42,Nové Zámky
1511,Komjatná,55,Ružomberok
1512,Komoča,42,Nové Zámky
1513,Komov,10,Brezno
1514,Končitá,14,Dolný Kubín
1515,Koniarovce,67,Topoľčany
1516,Konkoľ,22,Komárno
1517,Konrádovce,53,Rimavská Sobota
1518,Konská,79,Žilina
1519,Konská,32,Liptovský Mikuláš
1520,Konské,35,Martin
1521,Koňuš,61,Sobrance
1522,Kopanice,12,Čadca
1523,Kopanice,77,Žarnovica
1524,Kopčany,59,Skalica
1525,Kopec,20,Ilava
1526,Kopernica,78,Žiar nad Hronom
1527,Koplotovce,18,Hlohovec
1528,Kopráš,52,Revúca
1529,Koprivnica,4,Bardejov
